agent_id,agent_age,agent_tenure,agent_status,agent_active_portfolio,agent_inactive_portfolio,time_stamp
AG_03745710,60.0,0,active,74.0,51.0,2017-01-31
AG_04298967,30.0,2,active,103.0,54.0,2017-01-31
AG_05456460,50.0,0,active,126.0,50.0,2017-01-31
AG_03006669,60.0,1,active,52.0,50.0,2017-01-31
AG_03965085,55.0,11,active,112.0,65.0,2017-01-31
AG_05166155,40.0,1,active,53.0,50.0,2017-01-31
AG_05874419,35.0,4,active,55.0,50.0,2017-01-31
AG_00585713,30.0,6,active,93.0,60.0,2017-01-31
AG_07105075,30.0,8,active,485.0,196.0,2017-01-31
AG_02824229,35.0,3,active,93.0,52.0,2017-01-31
AG_01952138,40.0,0,active,52.0,50.0,2017-01-31
AG_07979187,40.0,2,active,135.0,52.0,2017-01-31
AG_05500246,30.0,1,active,72.0,56.0,2017-01-31
AG_01309060,25.0,0,active,87.0,50.0,2017-01-31
AG_03493272,50.0,1,active,55.0,50.0,2017-01-31
AG_06193932,35.0,7,active,112.0,55.0,2017-01-31
AG_07020451,35.0,0,active,124.0,51.0,2017-01-31
AG_08913179,30.0,3,active,104.0,78.0,2017-01-31
AG_05594144,35.0,1,active,63.0,52.0,2017-01-31
AG_04009262,25.0,0,active,60.0,51.0,2017-01-31
AG_09908298,25.0,0,active,56.0,50.0,2017-01-31
AG_02369741,40.0,0,active,79.0,52.0,2017-01-31
AG_08683789,50.0,9,active,59.0,50.0,2017-01-31
AG_00012913,25.0,3,active,122.0,61.0,2017-01-31
AG_04341937,40.0,9,active,81.0,56.0,2017-01-31
AG_09899498,40.0,0,active,61.0,50.0,2017-01-31
AG_00063717,60.0,1,active,52.0,50.0,2017-01-31
AG_04033275,30.0,1,active,139.0,60.0,2017-01-31
AG_02212455,30.0,1,active,144.0,62.0,2017-01-31
AG_06813226,35.0,0,active,60.0,50.0,2017-01-31
AG_07662350,35.0,4,active,72.0,57.0,2017-01-31
AG_00475558,-0.0,1,active,4490.0,698.0,2017-01-31
AG_09220041,35.0,0,active,52.0,50.0,2017-01-31
AG_01690633,40.0,11,active,108.0,56.0,2017-01-31
AG_07730639,35.0,0,active,57.0,50.0,2017-01-31
AG_05478313,30.0,6,active,112.0,60.0,2017-01-31
AG_01921268,35.0,7,active,100.0,70.0,2017-01-31
AG_06167756,40.0,1,active,96.0,57.0,2017-01-31
AG_06892049,30.0,3,active,64.0,52.0,2017-01-31
AG_07857388,40.0,0,active,51.0,50.0,2017-01-31
AG_08807437,55.0,7,active,61.0,54.0,2017-01-31
AG_08886640,40.0,1,active,78.0,50.0,2017-01-31
AG_04873767,50.0,11,active,99.0,60.0,2017-01-31
AG_09353892,50.0,0,active,54.0,50.0,2017-01-31
AG_06961115,25.0,1,active,65.0,55.0,2017-01-31
AG_07026051,30.0,1,active,138.0,58.0,2017-01-31
AG_02027407,40.0,0,active,55.0,50.0,2017-01-31
AG_04775203,45.0,5,active,334.0,147.0,2017-01-31
AG_07497757,35.0,6,active,60.0,54.0,2017-01-31
AG_03742238,35.0,7,active,58.0,61.0,2017-01-31
AG_05527173,40.0,6,active,130.0,98.0,2017-01-31
AG_07169751,55.0,11,active,67.0,54.0,2017-01-31
AG_03878822,25.0,0,active,66.0,50.0,2017-01-31
AG_06135300,45.0,7,inactive,82.0,65.0,2017-01-31
AG_07691447,35.0,5,active,115.0,87.0,2017-01-31
AG_09515018,30.0,5,active,151.0,102.0,2017-01-31
AG_04798983,30.0,1,active,65.0,56.0,2017-01-31
AG_09263745,50.0,4,active,53.0,51.0,2017-01-31
AG_00889786,35.0,6,active,145.0,115.0,2017-01-31
AG_06019170,55.0,0,active,51.0,50.0,2017-01-31
AG_08923704,35.0,0,active,54.0,50.0,2017-01-31
AG_02217499,30.0,1,active,79.0,53.0,2017-01-31
AG_00752360,40.0,11,active,358.0,231.0,2017-01-31
AG_02793450,30.0,2,active,75.0,61.0,2017-01-31
AG_04875890,30.0,3,active,115.0,55.0,2017-01-31
AG_07749209,40.0,2,active,72.0,57.0,2017-01-31
AG_06084281,35.0,2,active,59.0,54.0,2017-01-31
AG_07832675,35.0,0,active,65.0,50.0,2017-01-31
AG_08230970,35.0,4,active,150.0,78.0,2017-01-31
AG_05589493,45.0,7,active,62.0,52.0,2017-01-31
AG_03741166,40.0,7,active,53.0,53.0,2017-01-31
AG_07146120,40.0,6,active,80.0,58.0,2017-01-31
AG_09230948,35.0,2,active,122.0,67.0,2017-01-31
AG_01938600,45.0,1,active,52.0,50.0,2017-01-31
AG_00870793,35.0,1,active,79.0,58.0,2017-01-31
AG_04293450,40.0,6,active,256.0,122.0,2017-01-31
AG_01121379,45.0,1,active,168.0,55.0,2017-01-31
AG_06093153,65.0,0,active,386.0,56.0,2017-01-31
AG_02618375,35.0,7,active,84.0,104.0,2017-01-31
AG_09098057,30.0,1,active,77.0,54.0,2017-01-31
AG_06593576,35.0,7,active,70.0,58.0,2017-01-31
AG_06761572,45.0,12,active,111.0,58.0,2017-01-31
AG_03441314,35.0,8,active,106.0,60.0,2017-01-31
AG_01919172,50.0,10,active,125.0,115.0,2017-01-31
AG_09640973,35.0,1,active,67.0,51.0,2017-01-31
AG_05168569,55.0,2,active,172.0,53.0,2017-01-31
AG_04637219,35.0,1,active,70.0,51.0,2017-01-31
AG_03047829,30.0,0,active,96.0,53.0,2017-01-31
AG_07868511,40.0,4,active,83.0,62.0,2017-01-31
AG_04847897,40.0,11,active,70.0,54.0,2017-01-31
AG_07299022,60.0,5,active,58.0,51.0,2017-01-31
AG_00595057,35.0,10,active,405.0,163.0,2017-01-31
AG_07454793,35.0,7,active,131.0,68.0,2017-01-31
AG_01236101,35.0,3,active,160.0,68.0,2017-01-31
AG_01270759,35.0,0,active,83.0,50.0,2017-01-31
AG_03528798,30.0,1,active,104.0,62.0,2017-01-31
AG_07640709,35.0,1,active,122.0,57.0,2017-01-31
AG_04787012,30.0,0,active,83.0,52.0,2017-01-31
AG_02027160,25.0,0,active,84.0,52.0,2017-01-31
AG_06428094,30.0,1,active,79.0,52.0,2017-01-31
AG_04982191,30.0,4,active,90.0,57.0,2017-01-31
AG_00340717,40.0,0,active,84.0,50.0,2017-01-31
AG_09851409,30.0,4,active,145.0,55.0,2017-01-31
AG_05360931,40.0,9,active,70.0,50.0,2017-01-31
AG_09103810,30.0,4,active,91.0,57.0,2017-01-31
AG_03295546,60.0,14,active,59.0,52.0,2017-01-31
AG_06941856,35.0,1,active,58.0,50.0,2017-01-31
AG_04711630,30.0,2,active,117.0,73.0,2017-01-31
AG_04994543,30.0,1,active,112.0,53.0,2017-01-31
AG_07250067,40.0,9,inactive,52.0,53.0,2017-01-31
AG_02916613,45.0,12,active,108.0,59.0,2017-01-31
AG_05697233,35.0,3,active,85.0,54.0,2017-01-31
AG_05256710,45.0,2,active,53.0,51.0,2017-01-31
AG_03611802,40.0,5,active,54.0,52.0,2017-01-31
AG_00586834,45.0,0,active,58.0,50.0,2017-01-31
AG_08058960,35.0,0,active,53.0,50.0,2017-01-31
AG_03504767,45.0,1,active,62.0,50.0,2017-01-31
AG_08638393,40.0,1,active,78.0,63.0,2017-01-31
AG_02194456,30.0,1,active,75.0,55.0,2017-01-31
AG_03506634,35.0,0,active,88.0,50.0,2017-01-31
AG_07382295,40.0,9,active,106.0,62.0,2017-01-31
AG_06213120,30.0,3,active,107.0,55.0,2017-01-31
AG_06627991,65.0,15,active,65.0,57.0,2017-01-31
AG_01841114,40.0,11,active,82.0,69.0,2017-01-31
AG_06595027,30.0,2,inactive,51.0,50.0,2017-01-31
AG_09344063,30.0,1,active,61.0,58.0,2017-01-31
AG_04091856,30.0,2,active,368.0,79.0,2017-01-31
AG_01540670,35.0,2,active,75.0,52.0,2017-01-31
AG_07372735,55.0,9,active,180.0,92.0,2017-01-31
AG_07277198,30.0,3,active,60.0,50.0,2017-01-31
AG_06034632,35.0,3,active,64.0,54.0,2017-01-31
AG_06406568,65.0,12,active,75.0,79.0,2017-01-31
AG_08600310,35.0,6,active,85.0,62.0,2017-01-31
AG_01156996,25.0,0,active,85.0,60.0,2017-01-31
AG_05060864,30.0,2,active,85.0,53.0,2017-01-31
AG_02763598,55.0,7,active,91.0,54.0,2017-01-31
AG_05808425,45.0,10,active,73.0,51.0,2017-01-31
AG_02858661,40.0,3,active,79.0,54.0,2017-01-31
AG_00528146,30.0,0,active,99.0,51.0,2017-01-31
AG_07017324,30.0,0,active,52.0,50.0,2017-01-31
AG_09437513,35.0,0,active,52.0,50.0,2017-01-31
AG_01045684,30.0,0,active,59.0,50.0,2017-01-31
AG_02845457,45.0,11,active,88.0,57.0,2017-01-31
AG_01412755,40.0,4,active,122.0,51.0,2017-01-31
AG_00911870,40.0,1,active,140.0,57.0,2017-01-31
AG_01294914,50.0,6,active,66.0,60.0,2017-01-31
AG_03836602,40.0,1,active,74.0,54.0,2017-01-31
AG_08482156,25.0,1,active,86.0,56.0,2017-01-31
AG_01543290,65.0,0,active,56.0,50.0,2017-01-31
AG_09581405,40.0,11,active,146.0,108.0,2017-01-31
AG_01895239,25.0,0,active,76.0,50.0,2017-01-31
AG_00522558,30.0,4,active,90.0,52.0,2017-01-31
AG_08736907,40.0,0,active,54.0,50.0,2017-01-31
AG_08310077,55.0,15,active,51.0,50.0,2017-01-31
AG_03493982,30.0,2,active,87.0,70.0,2017-01-31
AG_00354755,30.0,1,active,79.0,54.0,2017-01-31
AG_06115239,40.0,0,active,68.0,50.0,2017-01-31
AG_06511965,40.0,11,active,164.0,199.0,2017-01-31
AG_06012396,50.0,1,inactive,51.0,50.0,2017-01-31
AG_07550454,50.0,11,active,233.0,101.0,2017-01-31
AG_05248818,40.0,4,active,108.0,75.0,2017-01-31
AG_02386858,30.0,1,active,80.0,58.0,2017-01-31
AG_07181414,35.0,4,active,80.0,63.0,2017-01-31
AG_02043514,35.0,0,active,51.0,50.0,2017-01-31
AG_04144039,35.0,7,active,77.0,50.0,2017-01-31
AG_03764739,30.0,0,active,51.0,50.0,2017-01-31
AG_07406069,40.0,0,active,54.0,50.0,2017-01-31
AG_02749397,55.0,1,active,52.0,50.0,2017-01-31
AG_05244660,45.0,3,active,66.0,50.0,2017-01-31
AG_00196306,35.0,7,active,83.0,55.0,2017-01-31
AG_04004824,35.0,8,active,166.0,72.0,2017-01-31
AG_04431874,35.0,7,active,72.0,56.0,2017-01-31
AG_05730484,55.0,0,active,59.0,50.0,2017-01-31
AG_01149986,35.0,4,active,154.0,63.0,2017-01-31
AG_08445817,-0.0,1,active,54.0,56.0,2017-01-31
AG_06263043,40.0,6,active,53.0,50.0,2017-01-31
AG_03662494,25.0,0,active,52.0,50.0,2017-01-31
AG_06929841,40.0,14,active,76.0,78.0,2017-01-31
AG_01808096,35.0,2,active,73.0,51.0,2017-01-31
AG_06299929,30.0,0,active,74.0,51.0,2017-01-31
AG_03444947,25.0,2,active,203.0,59.0,2017-01-31
AG_02409338,45.0,2,active,51.0,50.0,2017-01-31
AG_09720901,45.0,2,active,73.0,50.0,2017-01-31
AG_07086309,25.0,0,active,142.0,53.0,2017-01-31
AG_04314311,30.0,0,active,51.0,50.0,2017-01-31
AG_04528967,30.0,0,active,77.0,50.0,2017-01-31
AG_09495899,25.0,0,active,60.0,50.0,2017-01-31
AG_00034029,35.0,5,active,121.0,67.0,2017-01-31
AG_01395374,35.0,0,active,67.0,50.0,2017-01-31
AG_08404662,45.0,11,active,82.0,91.0,2017-01-31
AG_09442558,50.0,1,active,54.0,50.0,2017-01-31
AG_09425260,25.0,0,active,74.0,51.0,2017-01-31
AG_08485824,40.0,3,active,84.0,53.0,2017-01-31
AG_03808417,30.0,2,active,62.0,53.0,2017-01-31
AG_00146480,40.0,9,active,92.0,74.0,2017-01-31
AG_04101667,45.0,15,active,152.0,83.0,2017-01-31
AG_06047577,30.0,0,active,53.0,50.0,2017-01-31
AG_04548967,30.0,2,active,431.0,79.0,2017-01-31
AG_07896487,30.0,1,active,128.0,60.0,2017-01-31
AG_00178752,45.0,11,active,61.0,60.0,2017-01-31
AG_03887464,30.0,2,active,65.0,53.0,2017-01-31
AG_01378364,40.0,1,active,55.0,50.0,2017-01-31
AG_03487813,45.0,12,active,435.0,196.0,2017-01-31
AG_09545876,60.0,4,active,53.0,50.0,2017-01-31
AG_06648805,50.0,22,active,1106.0,765.0,2017-01-31
AG_06818676,30.0,1,active,173.0,51.0,2017-01-31
AG_05698324,40.0,2,active,54.0,50.0,2017-01-31
AG_09673832,25.0,1,active,63.0,50.0,2017-01-31
AG_08985065,30.0,1,active,129.0,53.0,2017-01-31
AG_01745270,35.0,0,active,102.0,50.0,2017-01-31
AG_05243882,25.0,0,active,70.0,50.0,2017-01-31
AG_02193775,55.0,21,active,1408.0,885.0,2017-01-31
AG_09696054,30.0,1,active,134.0,58.0,2017-01-31
AG_03909476,45.0,16,active,564.0,277.0,2017-01-31
AG_00418820,25.0,0,active,255.0,65.0,2017-01-31
AG_02571500,40.0,10,active,55.0,60.0,2017-01-31
AG_04003750,30.0,6,active,151.0,85.0,2017-01-31
AG_02657051,65.0,2,active,55.0,52.0,2017-01-31
AG_07698567,60.0,3,active,120.0,81.0,2017-01-31
AG_03600815,35.0,0,active,64.0,50.0,2017-01-31
AG_09516953,40.0,1,active,60.0,50.0,2017-01-31
AG_03670368,40.0,3,active,57.0,50.0,2017-01-31
AG_08241119,30.0,1,active,69.0,54.0,2017-01-31
AG_03787680,35.0,13,active,520.0,308.0,2017-01-31
AG_08726648,30.0,1,active,108.0,53.0,2017-01-31
AG_07940947,30.0,7,active,112.0,59.0,2017-01-31
AG_07008399,50.0,19,active,818.0,489.0,2017-01-31
AG_06766803,45.0,0,active,53.0,50.0,2017-01-31
AG_05089368,50.0,0,active,51.0,50.0,2017-01-31
AG_09407924,40.0,13,active,71.0,59.0,2017-01-31
AG_05200528,30.0,1,active,65.0,50.0,2017-01-31
AG_08883645,40.0,6,active,115.0,83.0,2017-01-31
AG_04876065,25.0,1,active,76.0,50.0,2017-01-31
AG_01166502,45.0,2,active,59.0,58.0,2017-01-31
AG_01091209,40.0,2,active,66.0,53.0,2017-01-31
AG_02201028,50.0,5,active,375.0,207.0,2017-01-31
AG_03569223,40.0,14,active,165.0,78.0,2017-01-31
AG_05763615,35.0,1,active,51.0,51.0,2017-01-31
AG_04389437,30.0,1,active,57.0,50.0,2017-01-31
AG_02246979,30.0,3,active,200.0,68.0,2017-01-31
AG_08759310,70.0,1,active,54.0,52.0,2017-01-31
AG_05532040,45.0,0,active,89.0,50.0,2017-01-31
AG_08624726,45.0,9,active,56.0,53.0,2017-01-31
AG_04283760,30.0,2,active,106.0,53.0,2017-01-31
AG_09483339,50.0,8,active,56.0,54.0,2017-01-31
AG_05852636,35.0,3,active,57.0,51.0,2017-01-31
AG_04602141,40.0,4,active,93.0,61.0,2017-01-31
AG_06495557,35.0,0,active,51.0,50.0,2017-01-31
AG_02529920,45.0,3,active,103.0,60.0,2017-01-31
AG_06260761,40.0,2,active,61.0,56.0,2017-01-31
AG_04520999,35.0,6,active,229.0,123.0,2017-01-31
AG_04380664,55.0,7,active,63.0,61.0,2017-01-31
AG_04275995,30.0,1,active,77.0,50.0,2017-01-31
AG_06444467,25.0,1,active,90.0,52.0,2017-01-31
AG_01645605,35.0,1,active,54.0,50.0,2017-01-31
AG_09963916,30.0,0,active,73.0,50.0,2017-01-31
AG_06337170,30.0,4,active,125.0,80.0,2017-01-31
AG_07306073,50.0,1,active,52.0,50.0,2017-01-31
AG_00476472,35.0,1,active,155.0,56.0,2017-01-31
AG_07028595,30.0,9,active,220.0,87.0,2017-01-31
AG_05571666,30.0,2,active,88.0,52.0,2017-01-31
AG_03025822,40.0,2,active,281.0,187.0,2017-01-31
AG_07088245,40.0,4,active,98.0,67.0,2017-01-31
AG_04863248,65.0,6,active,67.0,52.0,2017-01-31
AG_02128503,35.0,1,active,129.0,58.0,2017-01-31
AG_03150411,45.0,0,active,56.0,50.0,2017-01-31
AG_09440903,35.0,0,active,56.0,50.0,2017-01-31
AG_03636423,30.0,4,active,101.0,58.0,2017-01-31
AG_09651484,50.0,5,active,52.0,50.0,2017-01-31
AG_09032346,30.0,1,active,84.0,51.0,2017-01-31
AG_02238511,40.0,5,active,76.0,65.0,2017-01-31
AG_01555228,45.0,6,active,67.0,52.0,2017-01-31
AG_05896600,30.0,1,active,185.0,77.0,2017-01-31
AG_08090393,35.0,7,active,100.0,99.0,2017-01-31
AG_01534365,30.0,3,active,73.0,54.0,2017-01-31
AG_01722880,30.0,0,active,73.0,50.0,2017-01-31
AG_05297249,35.0,0,active,68.0,51.0,2017-01-31
AG_07556200,30.0,0,active,137.0,54.0,2017-01-31
AG_01856606,35.0,1,active,53.0,50.0,2017-01-31
AG_03665682,25.0,0,active,95.0,52.0,2017-01-31
AG_00747537,50.0,6,active,71.0,68.0,2017-01-31
AG_04699879,-0.0,16,active,51.0,54.0,2017-01-31
AG_08926736,45.0,7,active,57.0,52.0,2017-01-31
AG_08571992,25.0,1,active,73.0,52.0,2017-01-31
AG_08354603,45.0,1,active,227.0,66.0,2017-01-31
AG_01562408,35.0,3,inactive,53.0,56.0,2017-01-31
AG_05322407,50.0,3,active,195.0,56.0,2017-01-31
AG_05285324,35.0,5,active,202.0,148.0,2017-01-31
AG_04770285,25.0,0,active,53.0,50.0,2017-01-31
AG_04852875,50.0,16,active,920.0,389.0,2017-01-31
AG_09506176,30.0,1,active,81.0,52.0,2017-01-31
AG_00056532,30.0,5,active,67.0,50.0,2017-01-31
AG_06216913,30.0,1,active,63.0,51.0,2017-01-31
AG_05017071,45.0,4,active,153.0,95.0,2017-01-31
AG_09750897,35.0,1,active,56.0,51.0,2017-01-31
AG_00520452,45.0,9,active,53.0,50.0,2017-01-31
AG_09189625,30.0,0,active,51.0,50.0,2017-01-31
AG_06438398,30.0,2,active,184.0,75.0,2017-01-31
AG_08601755,35.0,1,active,61.0,56.0,2017-01-31
AG_08720880,30.0,1,active,127.0,58.0,2017-01-31
AG_05005818,30.0,1,active,62.0,50.0,2017-01-31
AG_09352859,35.0,2,active,96.0,52.0,2017-01-31
AG_03894361,65.0,9,active,366.0,197.0,2017-01-31
AG_02732031,50.0,7,active,116.0,72.0,2017-01-31
AG_06920292,40.0,4,active,92.0,80.0,2017-01-31
AG_02436589,35.0,1,active,222.0,78.0,2017-01-31
AG_00542929,55.0,8,active,57.0,60.0,2017-01-31
AG_05761409,30.0,1,active,179.0,72.0,2017-01-31
AG_07176668,50.0,13,active,127.0,83.0,2017-01-31
AG_02848145,45.0,5,active,72.0,55.0,2017-01-31
AG_06036799,35.0,4,active,51.0,50.0,2017-01-31
AG_09686787,30.0,0,active,59.0,50.0,2017-01-31
AG_06724909,30.0,0,active,51.0,50.0,2017-01-31
AG_01340949,65.0,8,active,52.0,52.0,2017-01-31
AG_06486375,35.0,2,active,224.0,68.0,2017-01-31
AG_05328456,60.0,15,active,51.0,51.0,2017-01-31
AG_02667031,25.0,0,active,62.0,52.0,2017-01-31
AG_09854596,35.0,6,active,597.0,139.0,2017-01-31
AG_01889238,35.0,5,active,64.0,50.0,2017-01-31
AG_02024509,35.0,12,active,187.0,121.0,2017-01-31
AG_08355499,35.0,2,active,52.0,50.0,2017-01-31
AG_03576307,45.0,8,active,99.0,67.0,2017-01-31
AG_00720697,35.0,2,active,168.0,69.0,2017-01-31
AG_03298794,30.0,1,active,56.0,50.0,2017-01-31
AG_04238362,35.0,5,active,63.0,52.0,2017-01-31
AG_04528486,40.0,3,active,112.0,50.0,2017-01-31
AG_04356432,25.0,1,active,156.0,54.0,2017-01-31
AG_00321664,40.0,0,active,64.0,50.0,2017-01-31
AG_07108983,25.0,1,active,190.0,52.0,2017-01-31
AG_07525593,30.0,1,active,126.0,54.0,2017-01-31
AG_05090232,40.0,1,active,51.0,50.0,2017-01-31
AG_01630589,40.0,3,active,55.0,51.0,2017-01-31
AG_08702785,65.0,0,active,52.0,50.0,2017-01-31
AG_02825511,40.0,5,active,142.0,280.0,2017-01-31
AG_06043816,50.0,26,active,670.0,922.0,2017-01-31
AG_04569075,30.0,1,active,69.0,53.0,2017-01-31
AG_08801061,35.0,9,active,335.0,153.0,2017-01-31
AG_02719018,30.0,3,active,121.0,57.0,2017-01-31
AG_09244860,40.0,15,active,340.0,221.0,2017-01-31
AG_09099724,35.0,0,active,56.0,50.0,2017-01-31
AG_03374665,40.0,11,active,51.0,50.0,2017-01-31
AG_03582524,35.0,3,active,61.0,52.0,2017-01-31
AG_09168845,30.0,4,active,101.0,55.0,2017-01-31
AG_07074218,50.0,13,active,246.0,83.0,2017-01-31
AG_08070201,45.0,5,active,59.0,51.0,2017-01-31
AG_06404205,30.0,0,active,57.0,50.0,2017-01-31
AG_06985457,25.0,3,active,327.0,80.0,2017-01-31
AG_07760313,55.0,3,active,54.0,50.0,2017-01-31
AG_00815744,40.0,1,active,70.0,50.0,2017-01-31
AG_05815086,35.0,2,active,69.0,58.0,2017-01-31
AG_02730002,40.0,6,active,129.0,80.0,2017-01-31
AG_04761639,40.0,0,active,113.0,50.0,2017-01-31
AG_00169758,40.0,1,active,71.0,52.0,2017-01-31
AG_05269609,30.0,6,active,139.0,59.0,2017-01-31
AG_09515343,60.0,19,active,213.0,207.0,2017-01-31
AG_07702116,45.0,0,active,60.0,51.0,2017-01-31
AG_00907260,45.0,5,active,57.0,50.0,2017-01-31
AG_06727086,35.0,1,inactive,69.0,50.0,2017-01-31
AG_03504663,25.0,0,active,51.0,50.0,2017-01-31
AG_02671218,25.0,1,active,265.0,79.0,2017-01-31
AG_04123878,40.0,6,active,227.0,71.0,2017-01-31
AG_07999111,40.0,0,active,122.0,53.0,2017-01-31
AG_03996367,35.0,3,active,110.0,51.0,2017-01-31
AG_09946719,50.0,4,active,55.0,51.0,2017-01-31
AG_08692182,35.0,1,active,74.0,52.0,2017-01-31
AG_05775609,30.0,5,active,194.0,141.0,2017-01-31
AG_04649657,30.0,4,active,110.0,115.0,2017-01-31
AG_00869478,35.0,0,active,58.0,50.0,2017-01-31
AG_08620701,30.0,2,active,161.0,63.0,2017-01-31
AG_08852504,40.0,11,active,329.0,173.0,2017-01-31
AG_08808367,30.0,0,active,66.0,50.0,2017-01-31
AG_05213145,40.0,0,active,53.0,50.0,2017-01-31
AG_02644367,35.0,1,active,163.0,67.0,2017-01-31
AG_03012092,40.0,0,active,51.0,50.0,2017-01-31
AG_09653129,-0.0,1,active,53.0,52.0,2017-01-31
AG_03466101,45.0,1,active,61.0,50.0,2017-01-31
AG_03851158,55.0,2,active,67.0,52.0,2017-01-31
AG_06708698,45.0,0,active,52.0,50.0,2017-01-31
AG_07250784,35.0,7,active,154.0,82.0,2017-01-31
AG_08720285,25.0,1,active,69.0,51.0,2017-01-31
AG_01007959,30.0,2,active,133.0,57.0,2017-01-31
AG_04263447,30.0,2,active,166.0,72.0,2017-01-31
AG_06384812,50.0,7,active,157.0,69.0,2017-01-31
AG_09443661,60.0,8,active,52.0,50.0,2017-01-31
AG_08305195,45.0,3,active,64.0,55.0,2017-01-31
AG_04500711,40.0,1,active,58.0,51.0,2017-01-31
AG_07469730,35.0,0,active,59.0,50.0,2017-01-31
AG_04872344,30.0,2,active,325.0,70.0,2017-01-31
AG_02689881,45.0,13,active,1145.0,384.0,2017-01-31
AG_06179241,60.0,13,active,93.0,56.0,2017-01-31
AG_01537714,35.0,1,active,51.0,50.0,2017-01-31
AG_00521260,30.0,5,active,67.0,52.0,2017-01-31
AG_08876845,35.0,1,active,54.0,50.0,2017-01-31
AG_06350950,30.0,5,active,489.0,261.0,2017-01-31
AG_09953283,30.0,1,active,518.0,86.0,2017-01-31
AG_08747768,25.0,0,active,61.0,52.0,2017-01-31
AG_06160743,40.0,8,active,110.0,64.0,2017-01-31
AG_04927819,-0.0,20,active,53.0,59.0,2017-01-31
AG_08990743,60.0,6,active,73.0,56.0,2017-01-31
AG_03088356,30.0,1,active,84.0,50.0,2017-01-31
AG_05610326,25.0,2,inactive,51.0,59.0,2017-01-31
AG_00667204,40.0,5,active,51.0,50.0,2017-01-31
AG_01432311,35.0,0,active,52.0,50.0,2017-01-31
AG_09062976,40.0,2,active,58.0,51.0,2017-01-31
AG_05013046,30.0,2,active,139.0,52.0,2017-01-31
AG_03429913,40.0,4,active,62.0,54.0,2017-01-31
AG_03325743,45.0,6,active,68.0,56.0,2017-01-31
AG_08388271,65.0,10,active,139.0,80.0,2017-01-31
AG_09107870,30.0,2,active,62.0,50.0,2017-01-31
AG_09893204,35.0,2,active,69.0,50.0,2017-01-31
AG_05698801,25.0,1,active,117.0,57.0,2017-01-31
AG_02941765,40.0,2,active,83.0,51.0,2017-01-31
AG_00739141,25.0,0,active,105.0,51.0,2017-01-31
AG_09046609,40.0,5,active,55.0,60.0,2017-01-31
AG_09610358,25.0,0,active,162.0,51.0,2017-01-31
AG_03988553,40.0,1,active,95.0,56.0,2017-01-31
AG_02204021,30.0,3,active,59.0,51.0,2017-01-31
AG_08196344,35.0,2,active,347.0,72.0,2017-01-31
AG_06902946,35.0,3,active,52.0,51.0,2017-01-31
AG_00853412,55.0,6,active,57.0,53.0,2017-01-31
AG_09349091,45.0,6,active,156.0,77.0,2017-01-31
AG_04465549,50.0,23,active,1036.0,741.0,2017-01-31
AG_06077108,30.0,1,active,105.0,57.0,2017-01-31
AG_01306907,40.0,3,active,213.0,61.0,2017-01-31
AG_09906077,55.0,7,active,55.0,50.0,2017-01-31
AG_09211644,45.0,1,active,55.0,50.0,2017-01-31
AG_08365498,40.0,4,active,60.0,50.0,2017-01-31
AG_09102528,35.0,3,active,74.0,56.0,2017-01-31
AG_01402704,30.0,0,active,58.0,50.0,2017-01-31
AG_07466075,35.0,6,active,90.0,60.0,2017-01-31
AG_03277875,25.0,0,active,190.0,57.0,2017-01-31
AG_03497834,30.0,0,active,142.0,61.0,2017-01-31
AG_00061048,30.0,1,active,105.0,59.0,2017-01-31
AG_01224337,55.0,7,active,67.0,52.0,2017-01-31
AG_01082076,40.0,1,active,53.0,50.0,2017-01-31
AG_02152417,45.0,2,active,98.0,54.0,2017-01-31
AG_06615589,35.0,1,active,53.0,50.0,2017-01-31
AG_08884513,30.0,3,active,239.0,77.0,2017-01-31
AG_08132062,55.0,5,active,52.0,50.0,2017-01-31
AG_02251733,35.0,0,active,51.0,50.0,2017-01-31
AG_03071931,25.0,0,active,77.0,50.0,2017-01-31
AG_09752074,45.0,3,active,55.0,50.0,2017-01-31
AG_01582062,30.0,3,active,67.0,50.0,2017-01-31
AG_06651202,35.0,5,active,120.0,122.0,2017-01-31
AG_05186745,25.0,1,active,61.0,50.0,2017-01-31
AG_09468532,35.0,0,active,117.0,51.0,2017-01-31
AG_02854486,40.0,0,active,54.0,50.0,2017-01-31
AG_07148725,40.0,5,active,131.0,53.0,2017-01-31
AG_08196811,40.0,2,active,87.0,58.0,2017-01-31
AG_00374326,40.0,2,active,54.0,50.0,2017-01-31
AG_09021106,55.0,6,active,519.0,175.0,2017-01-31
AG_00074957,25.0,1,active,82.0,51.0,2017-01-31
AG_04204476,35.0,6,active,107.0,57.0,2017-01-31
AG_05499108,35.0,2,active,84.0,56.0,2017-01-31
AG_02547786,25.0,2,active,104.0,61.0,2017-01-31
AG_06637870,35.0,9,active,80.0,52.0,2017-01-31
AG_05276714,30.0,3,active,93.0,79.0,2017-01-31
AG_08691025,40.0,0,active,81.0,50.0,2017-01-31
AG_08232526,35.0,3,active,97.0,58.0,2017-01-31
AG_07493076,50.0,10,active,58.0,57.0,2017-01-31
AG_01998763,25.0,0,inactive,59.0,52.0,2017-01-31
AG_09649662,35.0,4,active,171.0,71.0,2017-01-31
AG_00533667,55.0,0,active,56.0,53.0,2017-01-31
AG_01009146,45.0,6,active,105.0,155.0,2017-01-31
