agent_id,agent_age,agent_tenure,agent_status,agent_active_portfolio,agent_inactive_portfolio,time_stamp
AG_04688362,30.0,0,active,74.0,51.0,2017-01-31
AG_08757877,50.0,2,active,54.0,51.0,2017-01-31
AG_00611277,35.0,1,active,98.0,62.0,2017-01-31
AG_06910190,65.0,0,active,52.0,50.0,2017-01-31
AG_01190222,35.0,3,active,95.0,53.0,2017-01-31
AG_02544510,45.0,6,active,52.0,51.0,2017-01-31
AG_04810953,30.0,2,active,305.0,90.0,2017-01-31
AG_02137307,35.0,2,active,141.0,65.0,2017-01-31
AG_06595827,-0.0,13,active,53.0,51.0,2017-01-31
AG_00882463,30.0,2,active,403.0,98.0,2017-01-31
AG_02999529,50.0,9,active,65.0,54.0,2017-01-31
AG_08606520,25.0,1,active,62.0,52.0,2017-01-31
AG_09343843,35.0,3,active,76.0,54.0,2017-01-31
AG_00733790,55.0,6,active,513.0,311.0,2017-01-31
AG_03671773,50.0,0,active,100.0,51.0,2017-01-31
AG_03483708,35.0,8,active,83.0,169.0,2017-01-31
AG_07731775,45.0,8,active,66.0,54.0,2017-01-31
AG_07396649,40.0,0,active,55.0,50.0,2017-01-31
AG_00571796,40.0,0,active,57.0,50.0,2017-01-31
AG_07272210,40.0,11,active,154.0,187.0,2017-01-31
AG_05708272,30.0,0,active,52.0,50.0,2017-01-31
AG_07469916,60.0,17,active,91.0,125.0,2017-01-31
AG_09915945,30.0,5,active,54.0,50.0,2017-01-31
AG_09817586,30.0,1,active,51.0,50.0,2017-01-31
AG_09104734,30.0,2,active,58.0,53.0,2017-01-31
AG_02001523,40.0,4,active,56.0,50.0,2017-01-31
AG_00807469,55.0,12,active,72.0,86.0,2017-01-31
AG_05733857,35.0,1,active,52.0,50.0,2017-01-31
AG_06083375,40.0,9,active,380.0,171.0,2017-01-31
AG_09721767,30.0,0,active,71.0,50.0,2017-01-31
AG_06272286,35.0,8,active,81.0,103.0,2017-01-31
AG_05680336,55.0,30,active,1076.0,948.0,2017-01-31
AG_03785808,50.0,7,active,53.0,50.0,2017-01-31
AG_03442871,40.0,3,active,69.0,51.0,2017-01-31
AG_02552943,35.0,2,active,53.0,56.0,2017-01-31
AG_08620335,35.0,3,active,150.0,127.0,2017-01-31
AG_08711770,35.0,6,active,89.0,70.0,2017-01-31
AG_01789516,45.0,0,active,178.0,55.0,2017-01-31
AG_00608086,35.0,1,active,133.0,50.0,2017-01-31
AG_06457862,40.0,1,active,84.0,65.0,2017-01-31
AG_08309691,40.0,6,active,168.0,79.0,2017-01-31
AG_05436721,40.0,3,active,487.0,165.0,2017-01-31
AG_09453763,40.0,0,active,73.0,52.0,2017-01-31
AG_08066578,45.0,14,active,59.0,55.0,2017-01-31
AG_09880424,25.0,1,active,83.0,57.0,2017-01-31
AG_00809520,30.0,0,active,61.0,50.0,2017-01-31
AG_02560614,30.0,0,active,53.0,50.0,2017-01-31
AG_07877566,45.0,11,active,121.0,68.0,2017-01-31
AG_05087928,30.0,1,active,193.0,58.0,2017-01-31
AG_04127547,40.0,9,active,60.0,110.0,2017-01-31
AG_06558889,25.0,1,active,91.0,50.0,2017-01-31
AG_07367789,40.0,4,active,95.0,62.0,2017-01-31
AG_02392011,35.0,5,active,55.0,50.0,2017-01-31
AG_09548272,30.0,4,active,74.0,54.0,2017-01-31
AG_06647433,40.0,0,active,79.0,50.0,2017-01-31
AG_04179519,35.0,3,active,60.0,53.0,2017-01-31
AG_07782672,40.0,1,active,132.0,51.0,2017-01-31
AG_09244479,30.0,0,active,56.0,51.0,2017-01-31
AG_09985388,35.0,2,active,55.0,51.0,2017-01-31
AG_05128230,35.0,1,active,92.0,50.0,2017-01-31
AG_02966673,30.0,3,active,161.0,83.0,2017-01-31
AG_09245104,50.0,14,active,208.0,220.0,2017-01-31
AG_03869033,45.0,10,active,204.0,109.0,2017-01-31
AG_03615791,35.0,2,active,175.0,54.0,2017-01-31
AG_08738778,50.0,5,active,59.0,55.0,2017-01-31
AG_02295647,45.0,3,active,108.0,52.0,2017-01-31
AG_02697982,50.0,2,active,57.0,50.0,2017-01-31
AG_09016770,65.0,2,active,53.0,50.0,2017-01-31
AG_02368531,45.0,7,active,78.0,84.0,2017-01-31
AG_08219439,50.0,7,active,57.0,51.0,2017-01-31
AG_02996747,40.0,5,active,97.0,93.0,2017-01-31
AG_08244769,60.0,10,active,87.0,59.0,2017-01-31
AG_00507349,50.0,7,active,53.0,53.0,2017-01-31
AG_04943973,50.0,10,active,67.0,54.0,2017-01-31
AG_00763020,30.0,1,active,109.0,67.0,2017-01-31
AG_06468897,25.0,2,active,87.0,71.0,2017-01-31
AG_05002508,40.0,0,active,80.0,50.0,2017-01-31
AG_04425812,35.0,6,active,67.0,51.0,2017-01-31
AG_03025828,30.0,4,active,97.0,63.0,2017-01-31
AG_02173727,40.0,13,active,106.0,56.0,2017-01-31
AG_01783669,50.0,0,active,51.0,50.0,2017-01-31
AG_01190551,30.0,1,active,63.0,51.0,2017-01-31
AG_02770996,45.0,8,active,67.0,52.0,2017-01-31
AG_02638496,35.0,6,active,162.0,84.0,2017-01-31
AG_01612040,40.0,1,active,193.0,111.0,2017-01-31
AG_09969728,40.0,11,active,51.0,51.0,2017-01-31
AG_00644451,40.0,2,active,54.0,51.0,2017-01-31
AG_01631778,45.0,5,active,57.0,52.0,2017-01-31
AG_02722591,35.0,3,active,84.0,92.0,2017-01-31
AG_08668025,35.0,8,active,64.0,52.0,2017-01-31
AG_09106625,40.0,1,inactive,73.0,56.0,2017-01-31
AG_06044074,40.0,2,active,62.0,54.0,2017-01-31
AG_04502492,45.0,8,active,766.0,279.0,2017-01-31
AG_00064274,30.0,0,active,73.0,50.0,2017-01-31
AG_09717440,50.0,1,active,56.0,51.0,2017-01-31
AG_03898333,30.0,0,active,68.0,50.0,2017-01-31
AG_08683665,35.0,1,active,62.0,50.0,2017-01-31
AG_08491325,40.0,0,active,404.0,57.0,2017-01-31
AG_03024771,40.0,4,active,80.0,56.0,2017-01-31
AG_08790968,45.0,8,active,96.0,54.0,2017-01-31
AG_04152453,35.0,0,active,77.0,50.0,2017-01-31
AG_02234664,40.0,11,active,90.0,62.0,2017-01-31
AG_01337996,70.0,6,active,60.0,50.0,2017-01-31
AG_05101110,40.0,9,active,124.0,60.0,2017-01-31
AG_08555113,35.0,7,active,159.0,52.0,2017-01-31
AG_09070790,50.0,2,active,55.0,50.0,2017-01-31
AG_01906013,35.0,8,active,113.0,138.0,2017-01-31
AG_01753997,65.0,11,active,56.0,53.0,2017-01-31
AG_01876493,35.0,2,active,101.0,56.0,2017-01-31
AG_04191610,25.0,0,active,52.0,50.0,2017-01-31
AG_06610120,35.0,9,active,72.0,54.0,2017-01-31
AG_00712661,50.0,2,active,51.0,50.0,2017-01-31
AG_02632533,45.0,11,active,126.0,110.0,2017-01-31
AG_00430238,30.0,7,active,61.0,50.0,2017-01-31
AG_02591582,25.0,0,active,53.0,50.0,2017-01-31
AG_05300407,30.0,4,active,298.0,85.0,2017-01-31
AG_00297157,45.0,3,active,87.0,114.0,2017-01-31
AG_08351193,30.0,0,active,56.0,50.0,2017-01-31
AG_02587958,45.0,3,active,62.0,51.0,2017-01-31
AG_09025749,25.0,1,active,76.0,51.0,2017-01-31
AG_04286057,50.0,9,active,63.0,52.0,2017-01-31
AG_05452136,30.0,1,active,85.0,52.0,2017-01-31
AG_09910833,40.0,4,active,51.0,50.0,2017-01-31
AG_08128435,40.0,4,active,70.0,62.0,2017-01-31
AG_03425771,40.0,1,active,53.0,50.0,2017-01-31
AG_07477355,35.0,2,active,154.0,57.0,2017-01-31
AG_02508555,50.0,25,active,621.0,411.0,2017-01-31
AG_00980051,50.0,0,active,51.0,50.0,2017-01-31
AG_01608761,25.0,0,inactive,55.0,50.0,2017-01-31
AG_01342588,30.0,1,active,79.0,54.0,2017-01-31
AG_02797001,40.0,5,active,106.0,97.0,2017-01-31
AG_07913250,35.0,0,active,52.0,50.0,2017-01-31
AG_01482324,40.0,2,active,107.0,52.0,2017-01-31
AG_02849040,25.0,1,active,76.0,52.0,2017-01-31
AG_06955832,40.0,11,active,82.0,121.0,2017-01-31
AG_07049514,40.0,9,active,81.0,89.0,2017-01-31
AG_01606038,25.0,1,active,79.0,50.0,2017-01-31
AG_01672199,30.0,1,active,447.0,88.0,2017-01-31
AG_06447698,40.0,6,active,122.0,74.0,2017-01-31
AG_07055514,55.0,1,active,51.0,50.0,2017-01-31
AG_06250194,45.0,0,active,51.0,50.0,2017-01-31
AG_06442487,40.0,13,active,146.0,67.0,2017-01-31
AG_01558746,35.0,1,active,623.0,67.0,2017-01-31
AG_04296315,30.0,1,active,524.0,95.0,2017-01-31
AG_06475763,30.0,2,active,99.0,59.0,2017-01-31
AG_03744271,25.0,1,active,85.0,53.0,2017-01-31
AG_09767452,25.0,2,active,141.0,73.0,2017-01-31
AG_00075109,45.0,4,active,64.0,51.0,2017-01-31
AG_03438660,35.0,1,active,149.0,56.0,2017-01-31
AG_09537782,40.0,0,active,80.0,50.0,2017-01-31
AG_09789423,35.0,5,active,401.0,109.0,2017-01-31
AG_01540081,40.0,0,active,56.0,50.0,2017-01-31
AG_07566153,35.0,7,active,304.0,189.0,2017-01-31
AG_00667128,35.0,7,active,82.0,102.0,2017-01-31
AG_02653194,30.0,2,inactive,51.0,55.0,2017-01-31
AG_03342081,40.0,4,active,144.0,72.0,2017-01-31
AG_04331632,35.0,1,active,64.0,51.0,2017-01-31
AG_01136676,50.0,14,active,58.0,54.0,2017-01-31
AG_00601882,50.0,1,active,53.0,51.0,2017-01-31
AG_05235286,35.0,0,active,52.0,50.0,2017-01-31
AG_03792048,30.0,3,active,84.0,58.0,2017-01-31
AG_08337221,35.0,2,active,58.0,50.0,2017-01-31
AG_08239636,35.0,10,active,68.0,57.0,2017-01-31
AG_05521571,35.0,2,active,59.0,51.0,2017-01-31
AG_09282240,50.0,14,active,66.0,58.0,2017-01-31
AG_00937594,55.0,0,active,52.0,50.0,2017-01-31
AG_08259380,-0.0,16,active,54.0,64.0,2017-01-31
AG_07874000,35.0,3,active,55.0,52.0,2017-01-31
AG_07742446,40.0,0,active,102.0,50.0,2017-01-31
AG_04907557,45.0,0,inactive,51.0,50.0,2017-01-31
AG_01879231,25.0,0,active,139.0,50.0,2017-01-31
AG_02172016,40.0,3,active,86.0,52.0,2017-01-31
AG_05259034,45.0,1,active,51.0,50.0,2017-01-31
AG_07459803,25.0,0,inactive,58.0,50.0,2017-01-31
AG_06449215,40.0,1,active,53.0,50.0,2017-01-31
AG_00132005,30.0,0,inactive,51.0,60.0,2017-01-31
AG_03052744,25.0,2,active,82.0,53.0,2017-01-31
AG_03113368,30.0,2,active,87.0,58.0,2017-01-31
AG_08741522,35.0,4,active,98.0,55.0,2017-01-31
AG_08754686,35.0,1,active,51.0,50.0,2017-01-31
AG_02588308,35.0,1,active,52.0,50.0,2017-01-31
AG_00886687,45.0,11,active,59.0,53.0,2017-01-31
AG_00011750,60.0,0,active,51.0,50.0,2017-01-31
AG_08112076,55.0,6,active,58.0,50.0,2017-01-31
AG_04749372,40.0,0,active,72.0,51.0,2017-01-31
AG_00628791,30.0,0,active,82.0,52.0,2017-01-31
AG_06016218,50.0,11,active,67.0,65.0,2017-01-31
AG_02036681,45.0,1,active,55.0,50.0,2017-01-31
AG_01187987,45.0,10,active,55.0,52.0,2017-01-31
AG_09373418,40.0,2,active,223.0,60.0,2017-01-31
AG_04895810,30.0,3,active,59.0,52.0,2017-01-31
AG_07665495,40.0,7,active,614.0,268.0,2017-01-31
AG_08597601,40.0,0,active,56.0,50.0,2017-01-31
AG_07527762,40.0,2,active,75.0,73.0,2017-01-31
AG_07166080,40.0,1,inactive,65.0,55.0,2017-01-31
AG_00804345,50.0,14,active,65.0,65.0,2017-01-31
AG_08348712,25.0,0,active,56.0,50.0,2017-01-31
AG_00587103,35.0,6,active,162.0,66.0,2017-01-31
AG_09958616,35.0,0,active,177.0,50.0,2017-01-31
AG_04459847,30.0,0,active,54.0,50.0,2017-01-31
AG_02736590,55.0,11,active,71.0,56.0,2017-01-31
AG_03160052,30.0,4,active,90.0,61.0,2017-01-31
AG_07006418,45.0,9,active,112.0,250.0,2017-01-31
AG_03021134,25.0,2,active,99.0,55.0,2017-01-31
AG_02958500,30.0,1,active,91.0,54.0,2017-01-31
AG_05078075,40.0,2,active,105.0,57.0,2017-01-31
AG_02468136,50.0,3,active,55.0,51.0,2017-01-31
AG_07944835,45.0,8,active,240.0,227.0,2017-01-31
AG_03604419,-0.0,13,active,66.0,68.0,2017-01-31
AG_09809894,40.0,0,active,52.0,50.0,2017-01-31
AG_01110111,40.0,2,active,110.0,66.0,2017-01-31
AG_07506153,25.0,2,active,72.0,52.0,2017-01-31
AG_01402751,45.0,0,active,54.0,50.0,2017-01-31
AG_03999289,35.0,6,active,72.0,61.0,2017-01-31
AG_08292570,30.0,0,active,53.0,50.0,2017-01-31
AG_02311175,35.0,1,active,117.0,55.0,2017-01-31
AG_01990930,30.0,5,active,115.0,52.0,2017-01-31
AG_07037929,40.0,4,active,70.0,55.0,2017-01-31
AG_05716307,45.0,18,active,373.0,295.0,2017-01-31
AG_06955039,30.0,0,active,91.0,51.0,2017-01-31
AG_06238429,25.0,0,active,80.0,52.0,2017-01-31
AG_04174710,35.0,6,active,211.0,98.0,2017-01-31
AG_04123855,30.0,0,active,61.0,50.0,2017-01-31
AG_08713533,35.0,4,active,53.0,51.0,2017-01-31
AG_02366732,30.0,3,active,65.0,50.0,2017-01-31
AG_08460164,30.0,0,active,51.0,50.0,2017-01-31
AG_03423543,30.0,1,active,94.0,56.0,2017-01-31
AG_03767076,30.0,1,active,112.0,60.0,2017-01-31
AG_08074813,40.0,1,active,91.0,50.0,2017-01-31
AG_02051598,50.0,1,active,59.0,50.0,2017-01-31
AG_04832714,25.0,0,active,55.0,50.0,2017-01-31
AG_04170601,45.0,0,active,52.0,50.0,2017-01-31
AG_02127480,35.0,0,active,55.0,50.0,2017-01-31
AG_08793432,35.0,1,active,185.0,60.0,2017-01-31
AG_05664142,30.0,5,active,171.0,147.0,2017-01-31
AG_02684190,40.0,14,active,1606.0,603.0,2017-01-31
AG_08941420,45.0,8,active,145.0,63.0,2017-01-31
AG_03004256,50.0,5,active,56.0,50.0,2017-01-31
AG_07070556,45.0,6,active,55.0,50.0,2017-01-31
AG_08341323,25.0,0,active,66.0,51.0,2017-01-31
AG_05882424,30.0,1,active,57.0,50.0,2017-01-31
AG_02311600,35.0,7,active,84.0,60.0,2017-01-31
AG_06959504,25.0,0,active,85.0,51.0,2017-01-31
AG_07964161,40.0,2,active,58.0,51.0,2017-01-31
AG_03007555,45.0,7,active,61.0,50.0,2017-01-31
AG_07292445,30.0,1,active,160.0,55.0,2017-01-31
AG_04021395,40.0,11,active,56.0,60.0,2017-01-31
AG_01970128,40.0,7,active,66.0,56.0,2017-01-31
AG_08307963,50.0,14,active,119.0,75.0,2017-01-31
AG_03827887,40.0,1,active,69.0,51.0,2017-01-31
AG_00274160,30.0,3,active,220.0,63.0,2017-01-31
AG_09745127,40.0,5,active,96.0,105.0,2017-01-31
AG_07316858,30.0,0,active,52.0,50.0,2017-01-31
AG_07654774,40.0,3,active,59.0,50.0,2017-01-31
AG_09373190,40.0,8,active,64.0,58.0,2017-01-31
AG_04063701,40.0,4,active,132.0,59.0,2017-01-31
AG_02022855,40.0,4,active,70.0,72.0,2017-01-31
AG_00112728,55.0,6,active,77.0,56.0,2017-01-31
AG_00880720,55.0,9,active,100.0,73.0,2017-01-31
AG_09765411,40.0,7,active,56.0,69.0,2017-01-31
AG_02222977,35.0,5,active,151.0,73.0,2017-01-31
AG_09374094,35.0,9,active,70.0,162.0,2017-01-31
AG_04454869,35.0,9,active,68.0,57.0,2017-01-31
AG_05663794,40.0,8,active,189.0,81.0,2017-01-31
AG_08084003,25.0,1,active,130.0,54.0,2017-01-31
AG_09332653,35.0,7,active,53.0,53.0,2017-01-31
AG_05886236,45.0,8,active,91.0,51.0,2017-01-31
AG_08632398,35.0,3,active,74.0,50.0,2017-01-31
AG_05700442,25.0,1,active,130.0,51.0,2017-01-31
AG_05824345,35.0,2,active,87.0,59.0,2017-01-31
AG_03847852,40.0,5,active,80.0,74.0,2017-01-31
AG_00611732,40.0,4,active,85.0,55.0,2017-01-31
AG_01144105,30.0,2,active,72.0,52.0,2017-01-31
AG_08816521,60.0,10,active,92.0,62.0,2017-01-31
AG_05067242,35.0,1,active,51.0,50.0,2017-01-31
AG_03051504,40.0,2,active,432.0,83.0,2017-01-31
AG_08423955,45.0,1,active,87.0,52.0,2017-01-31
AG_05871599,65.0,9,active,56.0,50.0,2017-01-31
AG_04936823,35.0,3,active,62.0,53.0,2017-01-31
AG_06254193,30.0,1,active,61.0,50.0,2017-01-31
AG_07081127,25.0,3,active,73.0,57.0,2017-01-31
AG_00050837,35.0,0,active,52.0,50.0,2017-01-31
AG_01275634,30.0,2,active,51.0,50.0,2017-01-31
AG_05486466,50.0,7,active,54.0,51.0,2017-01-31
AG_01078054,40.0,0,active,72.0,51.0,2017-01-31
AG_03347407,35.0,4,active,98.0,54.0,2017-01-31
AG_07108553,25.0,0,active,100.0,50.0,2017-01-31
AG_06932009,50.0,8,active,73.0,54.0,2017-01-31
AG_01487748,55.0,19,active,52.0,65.0,2017-01-31
AG_02549207,55.0,9,active,52.0,52.0,2017-01-31
AG_04738093,30.0,4,active,300.0,107.0,2017-01-31
AG_01659939,35.0,2,active,143.0,56.0,2017-01-31
AG_02906426,30.0,2,active,89.0,59.0,2017-01-31
AG_07279983,40.0,1,active,67.0,50.0,2017-01-31
AG_04340153,40.0,6,active,99.0,58.0,2017-01-31
AG_02787345,30.0,1,active,93.0,52.0,2017-01-31
AG_03774008,25.0,0,active,85.0,53.0,2017-01-31
AG_00090829,25.0,1,active,65.0,52.0,2017-01-31
AG_03765475,35.0,3,active,149.0,61.0,2017-01-31
AG_05575082,40.0,2,active,74.0,53.0,2017-01-31
AG_06843374,55.0,1,active,56.0,51.0,2017-01-31
AG_02043768,40.0,3,active,69.0,50.0,2017-01-31
AG_06676260,40.0,6,active,59.0,51.0,2017-01-31
AG_05035586,40.0,2,active,174.0,66.0,2017-01-31
AG_05623494,25.0,0,active,57.0,50.0,2017-01-31
AG_02162454,40.0,4,active,353.0,114.0,2017-01-31
AG_09325337,40.0,6,active,117.0,102.0,2017-01-31
AG_03191654,35.0,10,active,599.0,301.0,2017-01-31
AG_02494029,40.0,7,active,347.0,234.0,2017-01-31
AG_02157947,45.0,0,active,57.0,50.0,2017-01-31
AG_04083695,30.0,4,active,136.0,83.0,2017-01-31
AG_09550766,40.0,6,active,123.0,86.0,2017-01-31
AG_06760976,40.0,1,active,61.0,52.0,2017-01-31
AG_04225243,40.0,0,active,57.0,50.0,2017-01-31
AG_04135222,40.0,5,active,114.0,194.0,2017-01-31
AG_02704466,30.0,3,active,82.0,71.0,2017-01-31
AG_05132399,30.0,4,active,196.0,78.0,2017-01-31
AG_01226871,25.0,2,active,133.0,52.0,2017-01-31
AG_00975861,65.0,10,active,52.0,50.0,2017-01-31
AG_02412738,30.0,1,active,69.0,52.0,2017-01-31
AG_06011317,55.0,5,active,51.0,52.0,2017-01-31
AG_09758433,35.0,6,active,285.0,163.0,2017-01-31
AG_01064758,25.0,2,active,94.0,60.0,2017-01-31
AG_07969726,45.0,1,active,110.0,54.0,2017-01-31
AG_04895884,40.0,8,active,62.0,56.0,2017-01-31
AG_03101785,30.0,0,active,55.0,50.0,2017-01-31
AG_01240536,25.0,1,active,87.0,65.0,2017-01-31
AG_07268610,40.0,3,active,178.0,59.0,2017-01-31
AG_06502964,40.0,11,active,611.0,225.0,2017-01-31
AG_03358076,35.0,6,active,75.0,51.0,2017-01-31
AG_02094126,40.0,7,active,63.0,54.0,2017-01-31
AG_07822191,50.0,0,active,71.0,51.0,2017-01-31
AG_08285295,50.0,0,active,67.0,51.0,2017-01-31
AG_03256386,30.0,2,active,160.0,65.0,2017-01-31
AG_03716400,50.0,1,active,55.0,50.0,2017-01-31
AG_09012897,35.0,2,inactive,51.0,63.0,2017-01-31
AG_08550039,35.0,13,active,51.0,50.0,2017-01-31
AG_09738873,35.0,1,active,173.0,64.0,2017-01-31
AG_06964093,25.0,10,active,65.0,57.0,2017-01-31
AG_08466179,55.0,2,active,108.0,67.0,2017-01-31
AG_08686130,30.0,0,active,64.0,50.0,2017-01-31
AG_09172616,35.0,0,active,87.0,51.0,2017-01-31
AG_06293387,30.0,3,active,157.0,70.0,2017-01-31
AG_02436387,25.0,1,active,99.0,56.0,2017-01-31
AG_03351378,30.0,2,active,497.0,117.0,2017-01-31
AG_01471501,45.0,14,active,74.0,51.0,2017-01-31
AG_04933350,30.0,2,active,206.0,64.0,2017-01-31
AG_06355829,40.0,0,active,51.0,50.0,2017-01-31
AG_08516120,45.0,9,active,167.0,81.0,2017-01-31
AG_09305849,45.0,1,active,119.0,52.0,2017-01-31
AG_02033792,50.0,27,active,1082.0,462.0,2017-01-31
AG_01009297,40.0,13,active,56.0,50.0,2017-01-31
AG_07403796,30.0,3,active,185.0,67.0,2017-01-31
AG_04003305,30.0,3,active,68.0,55.0,2017-01-31
AG_06182769,35.0,4,active,72.0,68.0,2017-01-31
AG_04630034,30.0,2,active,109.0,64.0,2017-01-31
AG_02749293,35.0,12,active,53.0,50.0,2017-01-31
AG_02611921,45.0,8,active,59.0,54.0,2017-01-31
AG_02881247,40.0,8,active,103.0,189.0,2017-01-31
AG_03577348,30.0,1,active,172.0,55.0,2017-01-31
AG_06317749,50.0,9,active,150.0,84.0,2017-01-31
AG_02159091,50.0,15,active,53.0,57.0,2017-01-31
AG_01673146,35.0,1,active,90.0,50.0,2017-01-31
AG_08176229,35.0,2,active,55.0,50.0,2017-01-31
AG_08446363,35.0,4,active,76.0,56.0,2017-01-31
AG_06330282,30.0,0,active,56.0,50.0,2017-01-31
AG_07808067,40.0,0,active,71.0,53.0,2017-01-31
AG_07175546,45.0,0,active,117.0,52.0,2017-01-31
AG_09352883,45.0,2,active,203.0,126.0,2017-01-31
AG_03984009,45.0,1,active,59.0,50.0,2017-01-31
AG_00351922,50.0,1,active,55.0,50.0,2017-01-31
AG_09803292,60.0,1,active,51.0,50.0,2017-01-31
AG_01711147,30.0,3,active,106.0,65.0,2017-01-31
AG_08074044,35.0,3,active,76.0,56.0,2017-01-31
AG_02720583,25.0,0,active,59.0,52.0,2017-01-31
AG_08935157,25.0,2,active,95.0,60.0,2017-01-31
AG_02867723,35.0,1,active,52.0,50.0,2017-01-31
AG_03916664,35.0,3,active,151.0,79.0,2017-01-31
AG_07878080,35.0,0,active,51.0,50.0,2017-01-31
AG_02212617,40.0,4,active,57.0,53.0,2017-01-31
AG_07662593,40.0,2,active,111.0,70.0,2017-01-31
AG_04517661,25.0,1,active,164.0,63.0,2017-01-31
AG_06516861,55.0,17,active,157.0,155.0,2017-01-31
AG_01859409,30.0,0,active,56.0,50.0,2017-01-31
AG_01829162,30.0,4,active,237.0,117.0,2017-01-31
AG_09027864,50.0,14,active,184.0,68.0,2017-01-31
AG_04472663,45.0,3,active,157.0,78.0,2017-01-31
AG_05077655,30.0,1,active,59.0,50.0,2017-01-31
AG_08018820,30.0,2,active,180.0,133.0,2017-01-31
AG_01654825,35.0,2,active,95.0,56.0,2017-01-31
AG_09108360,35.0,5,active,130.0,93.0,2017-01-31
AG_03048361,30.0,6,active,52.0,51.0,2017-01-31
AG_04840394,30.0,0,active,52.0,50.0,2017-01-31
AG_02008798,25.0,0,active,66.0,51.0,2017-01-31
AG_04474368,30.0,1,active,52.0,51.0,2017-01-31
AG_09499226,55.0,19,active,175.0,62.0,2017-01-31
AG_03727827,40.0,5,inactive,53.0,54.0,2017-01-31
AG_01886511,40.0,0,active,52.0,50.0,2017-01-31
AG_00245837,40.0,5,active,52.0,58.0,2017-01-31
AG_07203233,25.0,0,active,75.0,54.0,2017-01-31
AG_05179731,40.0,1,active,64.0,51.0,2017-01-31
AG_03074034,70.0,9,active,54.0,51.0,2017-01-31
AG_04771347,25.0,1,active,78.0,56.0,2017-01-31
AG_08626342,40.0,8,active,56.0,52.0,2017-01-31
AG_04389701,25.0,1,active,58.0,50.0,2017-01-31
AG_00793201,40.0,10,active,267.0,115.0,2017-01-31
AG_04920388,30.0,1,active,62.0,50.0,2017-01-31
AG_03454612,30.0,0,active,62.0,50.0,2017-01-31
AG_06243828,25.0,1,active,84.0,50.0,2017-01-31
AG_09055528,30.0,0,active,92.0,51.0,2017-01-31
AG_02475228,35.0,1,active,58.0,50.0,2017-01-31
AG_00975737,45.0,2,active,80.0,51.0,2017-01-31
AG_08759315,45.0,3,active,172.0,78.0,2017-01-31
AG_04048732,-0.0,7,active,52.0,50.0,2017-01-31
AG_04331097,25.0,0,active,56.0,51.0,2017-01-31
AG_06479805,50.0,6,active,56.0,51.0,2017-01-31
AG_00276869,30.0,1,active,89.0,56.0,2017-01-31
AG_06256487,25.0,0,active,55.0,50.0,2017-01-31
AG_06903308,-0.0,27,active,439.0,264.0,2017-01-31
AG_08043488,50.0,3,active,96.0,56.0,2017-01-31
AG_02285760,45.0,9,active,86.0,66.0,2017-01-31
AG_08913346,30.0,0,active,54.0,50.0,2017-01-31
AG_01528896,35.0,4,active,71.0,53.0,2017-01-31
AG_05462065,50.0,1,active,54.0,51.0,2017-01-31
AG_00753309,30.0,2,active,153.0,59.0,2017-01-31
AG_04026505,25.0,1,active,71.0,54.0,2017-01-31
AG_07390936,40.0,7,active,64.0,112.0,2017-01-31
AG_08126188,40.0,9,active,130.0,103.0,2017-01-31
AG_06605363,40.0,0,active,95.0,51.0,2017-01-31
AG_03082658,25.0,0,active,229.0,53.0,2017-01-31
AG_07320697,60.0,0,active,52.0,50.0,2017-01-31
AG_01606578,40.0,2,active,51.0,50.0,2017-01-31
AG_06401231,35.0,1,active,144.0,63.0,2017-01-31
AG_02972188,30.0,4,active,68.0,50.0,2017-01-31
AG_02135838,25.0,0,active,58.0,50.0,2017-01-31
AG_02144819,35.0,6,active,83.0,69.0,2017-01-31
AG_01052403,25.0,1,active,98.0,54.0,2017-01-31
AG_03142019,35.0,4,active,52.0,50.0,2017-01-31
AG_06643582,40.0,3,active,51.0,58.0,2017-01-31
AG_03744836,30.0,3,active,51.0,52.0,2017-01-31
AG_07002585,25.0,0,active,57.0,50.0,2017-01-31
AG_01223192,35.0,1,active,118.0,51.0,2017-01-31
AG_08889990,50.0,12,active,75.0,73.0,2017-01-31
AG_03959924,30.0,0,active,53.0,50.0,2017-01-31
AG_02719672,30.0,2,active,149.0,65.0,2017-01-31
AG_07942977,25.0,2,active,223.0,81.0,2017-01-31
AG_09143467,50.0,5,active,58.0,52.0,2017-01-31
AG_01430344,40.0,6,active,132.0,62.0,2017-01-31
AG_02564108,30.0,0,active,85.0,50.0,2017-01-31
AG_00551420,40.0,0,active,51.0,50.0,2017-01-31
AG_07533248,30.0,0,active,57.0,50.0,2017-01-31
AG_08796544,40.0,11,active,332.0,217.0,2017-01-31
AG_09684694,40.0,5,active,215.0,77.0,2017-01-31
AG_00960377,60.0,14,active,102.0,63.0,2017-01-31
AG_01612885,45.0,2,active,94.0,72.0,2017-01-31
AG_09418613,40.0,8,active,137.0,75.0,2017-01-31
AG_07214662,25.0,0,active,54.0,50.0,2017-01-31
AG_02706131,35.0,7,active,74.0,62.0,2017-01-31
AG_00840990,45.0,10,active,61.0,64.0,2017-01-31
AG_03262275,45.0,1,active,55.0,50.0,2017-01-31
AG_07731404,30.0,1,active,55.0,51.0,2017-01-31
AG_08533116,30.0,1,active,59.0,50.0,2017-01-31
AG_07999121,40.0,0,active,62.0,50.0,2017-01-31
AG_02824378,40.0,4,active,97.0,59.0,2017-01-31
